% # columns="iter, evals, sigma, 0, fitness, xbest" seed=42, Tue Oct  7 17:01:39 2025, <python>{}</python>
1 100 1.14230810172284 0 -1.4404164099567787e-06 -0.6017066122293969 1.8522874459230139 -0.013497359710856156 -1.0577267947388274 0.8225613631659413 -1.2208741714437883 0.2088698610065951 -1.9597387135344233 -1.3282391774029496 0.19687009482406265
2 200 1.3556450272201985 0 -0.0 0.38066489579856727 0.26211973976566355 -1.3247772348135722 -0.24975525587550892 -0.14524654109239105 1.1741487810827116 0.9140265150216803 0.01615566247228839 1.1112612389200311 -2.0193770682051033
3 300 1.4244095816710094 0 -7.952440352457939e-07 -1.2106773037996323 0.41653080967931627 -1.3471691735880575 -0.784679709851609 -0.610577793835837 -2.8444303039790144 0.3995951030928274 -0.9653355595310034 -1.1789414125681719 0.11682185808429546
4 400 1.6197441487503363 0 -0.0 1.1943198979096699 1.167258760096781 -2.5842311507508136 0.15664144203084918 2.435424415440098 -1.4960717588435468 0.1893785156257648 -2.321973179505661 2.8713475714691787 -0.1293812046433671
5 500 1.5337660698276863 0 -4.840892503394399e-05 -0.18618516567143606 3.145022888505082 0.234733081416868 -1.0369807389864678 0.788990060716181 1.4327126087319118 1.66829159418036 -1.249289072059005 1.8767205517652397 0.1701876145992287
6 600 1.6231092852457387 0 -1.439360345947923e-05 -1.6047144744753148 2.8925810284472067 0.6311217051063105 -0.18316227081679787 2.4398691870954017 1.7794413631375545 0.03532275809835794 -1.1164731610032177 -0.21444233814773794 0.38721057336644327
7 700 1.7038131769282479 0 -2.3159420259384262e-05 -0.42427421739440674 1.6952387354384955 -0.17272991112742342 0.38400659045464797 0.417412640691443 -2.963587167979309 0.28576950541469787 0.6677287921202664 4.642538933211024 -0.0016570515984419831
8 800 1.811531066338327 0 -3.376765995792026e-05 -2.0382455017366503 3.602874191864516 1.0887215133426742 1.3435358662232173 -1.907260756459871 -2.585689731949498 2.228831351508854 -2.005242410430319 -0.7353940136755864 0.25915488586181357
9 900 1.8481448038306139 0 -1.926617748965945e-05 -2.1241071345612546 1.9228029052247204 -2.9607590493218585 2.889462876732817 5.019216469815857 2.2873334181342004 1.1654743857078134 -3.336899164098176 -2.391021833201414 0.21918691489014686
10 1000 1.856405321794659 0 -7.762863464249971e-05 -0.10849625572663818 1.3505173149089804 -1.2254243573200603 -0.41521933524921306 -0.9335781925406144 -0.5037479504234466 1.6670857824541487 -0.663825854434916 0.3903423046063027 0.026351666469193402
11 1100 1.9721659158222478 0 -0.00010295694982830097 -0.9294625823498273 5.884053631851829 -0.9854261847743804 0.5256416280847825 3.819595044032067 -4.45970577795193 0.061568488486052786 0.9907408258751398 2.8581700029820034 0.085414868482105
12 1200 2.020692314997262 0 -6.43259354386783e-05 -2.0810250292418377 4.819340894587901 0.08583649966578033 1.6700829256746088 5.137164809263965 -6.516225967180139 2.5735297511643696 -2.3594149966825393 4.965009039353224 0.4490192855997204
13 1300 1.9574051363255764 0 -5.330463522188141e-05 -0.08942924937767727 0.9527260912066717 -4.254311875990965 0.4024578923361588 2.8444712770860603 -4.256345738388471 0.5251408853938087 -1.8909689366152111 3.158825942950859 0.0006713869658896421
14 1400 1.7903985901248707 0 -1.4142097307987139e-05 -2.61256408038219 5.3714463225830045 -2.2867608303050417 2.1196823333618795 6.73806769964832 2.0161376693306168 1.796544263392949 -3.0969349908866053 -0.9114232202000085 0.3878345156794438
15 1500 1.7182006686337536 0 -6.0521239405605555e-05 -1.6043969658477386 3.823129097785531 -5.042620955737399 4.588419452105088 3.668550499353112 -2.070739842556644 2.3199537008619284 -2.892827429726582 5.752597929682017 0.0855210441370009
16 1600 1.8185212901288499 0 -6.88265469150011e-05 -1.2922359966065742 9.363027657085606 -3.5195970253983244 2.7385119685517534 5.694984142536209 -1.6814689539826457 -0.8394267766258805 -3.420783528927657 4.4052412818579 0.004806807532929724
