% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=42, Tue Oct  7 17:01:39 2025, <python>{}</python>
1 100 1.14230810172284 1.0000450010125153 -1.4404164099567787e-06 -1.4404164099567787e-06 -0.0 0.007862403610986763 0.00023773276377487553 -0.0 nan   
2 200 1.3556450272201985 1.3897779030791468 -1.4404164099567787e-06 -0.0000000000000000e+00 -0.0 0.031066616663902365 0.0 -0.0 nan   
3 300 1.4244095816710094 1.5200057397161824 -1.4404164099567787e-06 -7.9524403524579392e-07 -0.0 0.010287305607832057 0.0 -0.0 nan   
4 400 1.6197441487503363 1.664930925514658 -1.4404164099567787e-06 -0.0000000000000000e+00 -0.0 0.012132659293604032 0.0 -0.0 nan   
5 500 1.5337660698276863 1.8712683420645417 -4.840892503394399e-05 -4.8408925033943990e-05 -0.0 0.003976580373015358 0.0 -0.0 nan   
6 600 1.6231092852457387 2.092756112067447 -4.840892503394399e-05 -1.4393603459479230e-05 -0.0 0.03105207118961471 0.0 -0.0 nan   
7 700 1.7038131769282479 2.1191718897984178 -4.840892503394399e-05 -2.3159420259384262e-05 -0.0 0.0002837578527725127 0.0 -0.0 nan   
8 800 1.811531066338327 2.27424878798467 -4.840892503394399e-05 -3.3767659957920260e-05 -0.0 0.02082343120170892 0.0 -0.0 nan   
9 900 1.8481448038306139 2.503371418144454 -4.840892503394399e-05 -1.9266177489659449e-05 -0.0 0.031045670928081085 0.0 -0.0 nan   
10 1000 1.856405321794659 2.590982015976572 -7.762863464249971e-05 -7.7628634642499709e-05 -0.0 0.00026520282242875186 0.0 -0.0 nan   
11 1100 1.9721659158222478 2.9575433606647197 -0.00010295694982830097 -1.0295694982830097e-04 -0.0 0.031050237892950267 0.0 -0.0 nan   
12 1200 2.020692314997262 3.140569592850431 -0.00010295694982830097 -6.4325935438678305e-05 -0.0 0.002931508256439756 0.0 -0.0 nan   
13 1300 1.9574051363255764 3.629227475616143 -0.00010295694982830097 -5.3304635221881412e-05 -0.0 0.0002868794070933295 0.0 -0.0 nan   
14 1400 1.7903985901248707 3.810847007614248 -0.00010295694982830097 -1.4142097307987139e-05 -0.0 0.009726862356069616 0.0 -0.0 nan   
15 1500 1.7182006686337536 4.002646258150832 -0.00010295694982830097 -6.0521239405605555e-05 -0.0 0.005720737965067086 0.0 -0.0 nan   
16 1600 1.8185212901288499 4.151581093785361 -0.00010295694982830097 -6.8826546915001102e-05 -0.0 0.0018318621008118984 0.0 -0.0 nan   
17 1700 1.7860990545127242 4.386449677318061 -0.00010295694982830097 -3.3554337448663906e-05 -0.0 0.02680416442320276 0.0 -0.0 nan   
18 1800 1.8622831817589356 4.735071513534531 -0.00010295694982830097 -6.2348322137654056e-05 -0.0 0.0011944639078576523 0.0 -0.0 nan   
19 1900 1.7689410158234078 4.813990204115661 -0.00010295694982830097 -5.3713649705886386e-05 -0.0 0.00028441575087133526 0.0 -0.0 nan   
20 2000 1.7941631619279397 4.945175896921044 -0.00010295694982830097 -2.8218573369639429e-05 -0.0 0.0002714814303602565 0.0 -0.0 nan   
21 2100 1.9950860463389701 5.905956576745926 -0.00010295694982830097 -5.9984285445628099e-05 -0.0 0.0015294805162203741 0.0 -0.0 nan   
22 2200 1.99305966014083 6.518139184146591 -0.00010295694982830097 -6.8175904767182145e-05 -0.0 0.031058534020979075 0.0002011108019173804 -0.0 nan   
23 2300 2.055465322719342 7.4489377377657435 -0.00010295694982830097 -4.5512283133382063e-05 -0.0 0.031044095641913454 4.0491586859627055e-06 -0.0 nan   
24 2400 1.9979803100238145 7.722621565682009 -0.00010295694982830097 -1.5754285412153213e-05 -0.0 0.005675884295476491 0.00019752320894884516 -0.0 nan   
25 2500 2.0100032696498586 8.025472032373262 -0.00010295694982830097 -8.2874368963895535e-05 -0.0 0.03105107980450717 0.0 -0.0 nan   
26 2600 2.112200049125294 8.219970041959403 -0.00010295694982830097 -9.5842804217096924e-05 -0.0 0.0031652348495075375 0.0 -0.0 nan   
27 2700 2.0651376510956045 8.159261202967897 -0.00010295694982830097 -9.0410181732258443e-05 -0.0 0.0310354508100844 0.0 -0.0 nan   
28 2800 1.997337150947997 9.239196272413599 -0.00010722900838329196 -1.0722900838329196e-04 -0.0 0.011964619452052265 0.0 -0.0 nan   
29 2900 2.3553205291914634 9.678338203261518 -0.00011964412275127083 -1.1964412275127083e-04 -0.0 0.005285076533972872 0.0 -0.0 nan   
30 3000 2.2108552555179783 9.20696370993567 -0.00011964412275127083 -8.9781810282451135e-05 -0.0 0.02846334007299615 0.00022707093174702776 -0.0 nan   
31 3100 2.323443105473297 9.788751796049137 -0.00011964412275127083 -8.3960588076024864e-05 -0.0 0.006593731466751446 0.00020872969592557848 -0.0 nan   
32 3200 2.5369659651684957 9.801604178794008 -0.00011964412275127083 -8.9854832049764493e-05 -0.0 0.02007433280582996 0.00012745225958240251 -5.449638636566994e-11 nan   
